id,area,section,level,question,question_en
20,Frontend,JavaScript,Junior,Приведите production-пример использования Redis caching.,Give a production example of using Redis caching.
21,Frontend,JavaScript,Junior,Что такое message queues?,What is message queues?
22,Frontend,JavaScript,Junior,Как работает microservices?,How does microservices work?
23,Frontend,JavaScript,Junior,Когда использовать JWT?,When should you use JWT?
24,Frontend,JavaScript,Junior,Какие проблемы возникают при использовании Docker?,What problems can arise when using Docker?
25,Frontend,JavaScript,Junior,Как протестировать observability?,How do you test observability?
26,Frontend,JavaScript,Junior,Как оптимизировать system design?,How do you optimize system design?
27,Frontend,JavaScript,Junior,Сравните closures с альтернативным подходом.,Compare closures with an alternative approach.
28,Frontend,JavaScript,Junior,Какие ошибки часто допускают при работе с event loop?,What common mistakes are made when working with event loop?
29,Frontend,JavaScript,Junior,Как promises влияет на производительность?,How does promises affect performance?
30,Frontend,JavaScript,Junior,Приведите production-пример использования async/await.,Give a production example of using async/await.
31,Frontend,JavaScript,Middle,Что такое prototypes?,What is prototypes?
32,Frontend,JavaScript,Middle,Как работает TypeScript generics?,How does TypeScript generics work?
33,Frontend,JavaScript,Middle,Когда использовать accessibility?,When should you use accessibility?
34,Frontend,JavaScript,Middle,Какие проблемы возникают при использовании CSS Grid?,What problems can arise when using CSS Grid?
35,Frontend,JavaScript,Middle,Как протестировать HTTP caching?,How do you test HTTP caching?
36,Frontend,JavaScript,Middle,Как оптимизировать CORS?,How do you optimize CORS?
37,Frontend,JavaScript,Middle,Сравните React hooks с альтернативным подходом.,Compare React hooks with an alternative approach.
38,Frontend,JavaScript,Middle,Какие ошибки часто допускают при работе с state management?,What common mistakes are made when working with state management?
39,Frontend,JavaScript,Middle,Как SSR влияет на производительность?,How does SSR affect performance?
40,Frontend,JavaScript,Middle,Приведите production-пример использования testing.,Give a production example of using testing.
41,Frontend,JavaScript,Middle,Что такое XSS?,What is XSS?
42,Frontend,JavaScript,Middle,Как работает Node.js streams?,How does Node.js streams work?
43,Frontend,JavaScript,Middle,Когда использовать REST API?,When should you use REST API?
44,Frontend,JavaScript,Middle,Какие проблемы возникают при использовании transactions?,What problems can arise when using transactions?
45,Frontend,JavaScript,Middle,Как протестировать indexes?,How do you test indexes?
46,Frontend,JavaScript,Middle,Как оптимизировать Redis caching?,How do you optimize Redis caching?
47,Frontend,JavaScript,Middle,Сравните message queues с альтернативным подходом.,Compare message queues with an alternative approach.
48,Frontend,JavaScript,Middle,Какие ошибки часто допускают при работе с microservices?,What common mistakes are made when working with microservices?
49,Frontend,JavaScript,Middle,Как JWT влияет на производительность?,How does JWT affect performance?
50,Frontend,JavaScript,Middle,Приведите production-пример использования Docker.,Give a production example of using Docker.
51,Frontend,JavaScript,Middle,Что такое observability?,What is observability?
52,Frontend,JavaScript,Middle,Как работает system design?,How does system design work?
53,Frontend,JavaScript,Middle,Когда использовать closures?,When should you use closures?
54,Frontend,JavaScript,Middle,Какие проблемы возникают при использовании event loop?,What problems can arise when using event loop?
55,Frontend,JavaScript,Middle,Как протестировать promises?,How do you test promises?
56,Frontend,JavaScript,Middle,Как оптимизировать async/await?,How do you optimize async/await?
57,Frontend,JavaScript,Middle,Сравните prototypes с альтернативным подходом.,Compare prototypes with an alternative approach.
58,Frontend,JavaScript,Middle,Какие ошибки часто допускают при работе с TypeScript generics?,What common mistakes are made when working with TypeScript generics?
59,Frontend,JavaScript,Middle,Как accessibility влияет на производительность?,How does accessibility affect performance?
60,Frontend,JavaScript,Middle,Приведите production-пример использования CSS Grid.,Give a production example of using CSS Grid.
61,Frontend,JavaScript,Middle,Что такое HTTP caching?,What is HTTP caching?
62,Frontend,JavaScript,Middle,Как работает CORS?,How does CORS work?
63,Frontend,JavaScript,Middle,Когда использовать React hooks?,When should you use React hooks?
64,Frontend,JavaScript,Middle,Какие проблемы возникают при использовании state management?,What problems can arise when using state management?
65,Frontend,JavaScript,Middle,Как протестировать SSR?,How do you test SSR?
66,Frontend,JavaScript,Middle,Как оптимизировать testing?,How do you optimize testing?
67,Frontend,JavaScript,Middle,Сравните XSS с альтернативным подходом.,Compare XSS with an alternative approach.
68,Frontend,JavaScript,Middle,Какие ошибки часто допускают при работе с Node.js streams?,What common mistakes are made when working with Node.js streams?
69,Frontend,JavaScript,Middle,Как REST API влияет на производительность?,How does REST API affect performance?
70,Frontend,JavaScript,Middle,Приведите production-пример использования transactions.,Give a production example of using transactions.
71,Frontend,JavaScript,Middle,Что такое indexes?,What is indexes?
72,Frontend,JavaScript,Middle,Как работает Redis caching?,How does Redis caching work?
73,Frontend,JavaScript,Middle,Когда использовать message queues?,When should you use message queues?
74,Frontend,JavaScript,Middle,Какие проблемы возникают при использовании microservices?,What problems can arise when using microservices?
75,Frontend,JavaScript,Middle,Как протестировать JWT?,How do you test JWT?
76,Frontend,JavaScript,Senior,Как оптимизировать Docker?,How do you optimize Docker?
77,Frontend,JavaScript,Senior,Сравните observability с альтернативным подходом.,Compare observability with an alternative approach.
78,Frontend,JavaScript,Senior,Какие ошибки часто допускают при работе с system design?,What common mistakes are made when working with system design?
79,Frontend,JavaScript,Senior,Как closures влияет на производительность?,How does closures affect performance?
80,Frontend,JavaScript,Senior,Приведите production-пример использования event loop.,Give a production example of using event loop.
81,Frontend,JavaScript,Senior,Что такое promises?,What is promises?
82,Frontend,JavaScript,Senior,Как работает async/await?,How does async/await work?
83,Frontend,JavaScript,Senior,Когда использовать prototypes?,When should you use prototypes?
84,Frontend,JavaScript,Senior,Какие проблемы возникают при использовании TypeScript generics?,What problems can arise when using TypeScript generics?
85,Frontend,JavaScript,Senior,Как протестировать accessibility?,How do you test accessibility?
86,Frontend,JavaScript,Senior,Как оптимизировать CSS Grid?,How do you optimize CSS Grid?
87,Frontend,JavaScript,Senior,Сравните HTTP caching с альтернативным подходом.,Compare HTTP caching with an alternative approach.
88,Frontend,JavaScript,Senior,Какие ошибки часто допускают при работе с CORS?,What common mistakes are made when working with CORS?
89,Frontend,JavaScript,Senior,Как React hooks влияет на производительность?,How does React hooks affect performance?
90,Frontend,JavaScript,Senior,Приведите production-пример использования state management.,Give a production example of using state management.
91,Frontend,JavaScript,Senior,Что такое SSR?,What is SSR?
92,Frontend,JavaScript,Senior,Как работает testing?,How does testing work?
93,Frontend,JavaScript,Senior,Когда использовать XSS?,When should you use XSS?
94,Frontend,JavaScript,Senior,Какие проблемы возникают при использовании Node.js streams?,What problems can arise when using Node.js streams?
95,Frontend,JavaScript,Senior,Как протестировать REST API?,How do you test REST API?
96,Frontend,JavaScript,Senior,Как оптимизировать transactions?,How do you optimize transactions?
97,Frontend,JavaScript,Senior,Сравните indexes с альтернативным подходом.,Compare indexes with an alternative approach.
98,Frontend,JavaScript,Senior,Какие ошибки часто допускают при работе с Redis caching?,What common mistakes are made when working with Redis caching?
99,Frontend,JavaScript,Senior,Как message queues влияет на производительность?,How does message queues affect performance?
100,Frontend,JavaScript,Senior,Приведите production-пример использования microservices.,Give a production example of using microservices.
101,Frontend,TypeScript,Junior,Что такое JWT?,What is JWT?
102,Frontend,TypeScript,Junior,Как работает Docker?,How does Docker work?
103,Frontend,TypeScript,Junior,Когда использовать observability?,When should you use observability?
104,Frontend,TypeScript,Junior,Какие проблемы возникают при использовании system design?,What problems can arise when using system design?
105,Frontend,TypeScript,Junior,Как протестировать closures?,How do you test closures?
106,Frontend,TypeScript,Junior,Как оптимизировать event loop?,How do you optimize event loop?
107,Frontend,TypeScript,Junior,Сравните promises с альтернативным подходом.,Compare promises with an alternative approach.
108,Frontend,TypeScript,Junior,Какие ошибки часто допускают при работе с async/await?,What common mistakes are made when working with async/await?
109,Frontend,TypeScript,Junior,Как prototypes влияет на производительность?,How does prototypes affect performance?
110,Frontend,TypeScript,Junior,Приведите production-пример использования TypeScript generics.,Give a production example of using TypeScript generics.
111,Frontend,TypeScript,Junior,Что такое accessibility?,What is accessibility?
112,Frontend,TypeScript,Junior,Как работает CSS Grid?,How does CSS Grid work?
113,Frontend,TypeScript,Junior,Когда использовать HTTP caching?,When should you use HTTP caching?
114,Frontend,TypeScript,Junior,Какие проблемы возникают при использовании CORS?,What problems can arise when using CORS?
115,Frontend,TypeScript,Junior,Как протестировать React hooks?,How do you test React hooks?
116,Frontend,TypeScript,Junior,Как оптимизировать state management?,How do you optimize state management?
117,Frontend,TypeScript,Junior,Сравните SSR с альтернативным подходом.,Compare SSR with an alternative approach.
118,Frontend,TypeScript,Junior,Какие ошибки часто допускают при работе с testing?,What common mistakes are made when working with testing?
119,Frontend,TypeScript,Junior,Как XSS влияет на производительность?,How does XSS affect performance?
120,Frontend,TypeScript,Junior,Приведите production-пример использования Node.js streams.,Give a production example of using Node.js streams.
121,Frontend,TypeScript,Junior,Что такое REST API?,What is REST API?
122,Frontend,TypeScript,Junior,Как работает transactions?,How does transactions work?
123,Frontend,TypeScript,Junior,Когда использовать indexes?,When should you use indexes?
124,Frontend,TypeScript,Junior,Какие проблемы возникают при использовании Redis caching?,What problems can arise when using Redis caching?
125,Frontend,TypeScript,Junior,Как протестировать message queues?,How do you test message queues?
126,Frontend,TypeScript,Junior,Как оптимизировать microservices?,How do you optimize microservices?
127,Frontend,TypeScript,Junior,Сравните JWT с альтернативным подходом.,Compare JWT with an alternative approach.
128,Frontend,TypeScript,Junior,Какие ошибки часто допускают при работе с Docker?,What common mistakes are made when working with Docker?
129,Frontend,TypeScript,Junior,Как observability влияет на производительность?,How does observability affect performance?
130,Frontend,TypeScript,Junior,Приведите production-пример использования system design.,Give a production example of using system design.
131,Frontend,TypeScript,Middle,Что такое closures?,What is closures?
132,Frontend,TypeScript,Middle,Как работает event loop?,How does event loop work?
133,Frontend,TypeScript,Middle,Когда использовать promises?,When should you use promises?
134,Frontend,TypeScript,Middle,Какие проблемы возникают при использовании async/await?,What problems can arise when using async/await?
135,Frontend,TypeScript,Middle,Как протестировать prototypes?,How do you test prototypes?
136,Frontend,TypeScript,Middle,Как оптимизировать TypeScript generics?,How do you optimize TypeScript generics?
137,Frontend,TypeScript,Middle,Сравните accessibility с альтернативным подходом.,Compare accessibility with an alternative approach.
138,Frontend,TypeScript,Middle,Какие ошибки часто допускают при работе с CSS Grid?,What common mistakes are made when working with CSS Grid?
139,Frontend,TypeScript,Middle,Как HTTP caching влияет на производительность?,How does HTTP caching affect performance?
140,Frontend,TypeScript,Middle,Приведите production-пример использования CORS.,Give a production example of using CORS.
141,Frontend,TypeScript,Middle,Что такое React hooks?,What is React hooks?
142,Frontend,TypeScript,Middle,Как работает state management?,How does state management work?
143,Frontend,TypeScript,Middle,Когда использовать SSR?,When should you use SSR?
144,Frontend,TypeScript,Middle,Какие проблемы возникают при использовании testing?,What problems can arise when using testing?
145,Frontend,TypeScript,Middle,Как протестировать XSS?,How do you test XSS?
146,Frontend,TypeScript,Middle,Как оптимизировать Node.js streams?,How do you optimize Node.js streams?
147,Frontend,TypeScript,Middle,Сравните REST API с альтернативным подходом.,Compare REST API with an alternative approach.
148,Frontend,TypeScript,Middle,Какие ошибки часто допускают при работе с transactions?,What common mistakes are made when working with transactions?
149,Frontend,TypeScript,Middle,Как indexes влияет на производительность?,How does indexes affect performance?
150,Frontend,TypeScript,Middle,Приведите production-пример использования Redis caching.,Give a production example of using Redis caching.
151,Frontend,TypeScript,Middle,Что такое message queues?,What is message queues?
152,Frontend,TypeScript,Middle,Как работает microservices?,How does microservices work?
153,Frontend,TypeScript,Middle,Когда использовать JWT?,When should you use JWT?
154,Frontend,TypeScript,Middle,Какие проблемы возникают при использовании Docker?,What problems can arise when using Docker?
155,Frontend,TypeScript,Middle,Как протестировать observability?,How do you test observability?
156,Frontend,TypeScript,Middle,Как оптимизировать system design?,How do you optimize system design?
157,Frontend,TypeScript,Middle,Сравните closures с альтернативным подходом.,Compare closures with an alternative approach.
158,Frontend,TypeScript,Middle,Какие ошибки часто допускают при работе с event loop?,What common mistakes are made when working with event loop?
159,Frontend,TypeScript,Middle,Как promises влияет на производительность?,How does promises affect performance?
160,Frontend,TypeScript,Middle,Приведите production-пример использования async/await.,Give a production example of using async/await.
161,Frontend,TypeScript,Middle,Что такое prototypes?,What is prototypes?
162,Frontend,TypeScript,Middle,Как работает TypeScript generics?,How does TypeScript generics work?
163,Frontend,TypeScript,Middle,Когда использовать accessibility?,When should you use accessibility?
164,Frontend,TypeScript,Middle,Какие проблемы возникают при использовании CSS Grid?,What problems can arise when using CSS Grid?
165,Frontend,TypeScript,Middle,Как протестировать HTTP caching?,How do you test HTTP caching?
166,Frontend,TypeScript,Middle,Как оптимизировать CORS?,How do you optimize CORS?
167,Frontend,TypeScript,Middle,Сравните React hooks с альтернативным подходом.,Compare React hooks with an alternative approach.
168,Frontend,TypeScript,Middle,Какие ошибки часто допускают при работе с state management?,What common mistakes are made when working with state management?
169,Frontend,TypeScript,Middle,Как SSR влияет на производительность?,How does SSR affect performance?
170,Frontend,TypeScript,Middle,Приведите production-пример использования testing.,Give a production example of using testing.
171,Frontend,TypeScript,Middle,Что такое XSS?,What is XSS?
172,Frontend,TypeScript,Middle,Как работает Node.js streams?,How does Node.js streams work?
173,Frontend,TypeScript,Middle,Когда использовать REST API?,When should you use REST API?
174,Frontend,TypeScript,Middle,Какие проблемы возникают при использовании transactions?,What problems can arise when using transactions?
175,Frontend,TypeScript,Middle,Как протестировать indexes?,How do you test indexes?
176,Frontend,TypeScript,Senior,Как оптимизировать Redis caching?,How do you optimize Redis caching?
177,Frontend,TypeScript,Senior,Сравните message queues с альтернативным подходом.,Compare message queues with an alternative approach.
178,Frontend,TypeScript,Senior,Какие ошибки часто допускают при работе с microservices?,What common mistakes are made when working with microservices?
179,Frontend,TypeScript,Senior,Как JWT влияет на производительность?,How does JWT affect performance?
180,Frontend,TypeScript,Senior,Приведите production-пример использования Docker.,Give a production example of using Docker.
181,Frontend,TypeScript,Senior,Что такое observability?,What is observability?
182,Frontend,TypeScript,Senior,Как работает system design?,How does system design work?
183,Frontend,TypeScript,Senior,Когда использовать closures?,When should you use closures?
184,Frontend,TypeScript,Senior,Какие проблемы возникают при использовании event loop?,What problems can arise when using event loop?
185,Frontend,TypeScript,Senior,Как протестировать promises?,How do you test promises?
186,Frontend,TypeScript,Senior,Как оптимизировать async/await?,How do you optimize async/await?
187,Frontend,TypeScript,Senior,Сравните prototypes с альтернативным подходом.,Compare prototypes with an alternative approach.
188,Frontend,TypeScript,Senior,Какие ошибки часто допускают при работе с TypeScript generics?,What common mistakes are made when working with TypeScript generics?
189,Frontend,TypeScript,Senior,Как accessibility влияет на производительность?,How does accessibility affect performance?
190,Frontend,TypeScript,Senior,Приведите production-пример использования CSS Grid.,Give a production example of using CSS Grid.
191,Frontend,TypeScript,Senior,Что такое HTTP caching?,What is HTTP caching?
192,Frontend,TypeScript,Senior,Как работает CORS?,How does CORS work?
193,Frontend,TypeScript,Senior,Когда использовать React hooks?,When should you use React hooks?
194,Frontend,TypeScript,Senior,Какие проблемы возникают при использовании state management?,What problems can arise when using state management?
195,Frontend,TypeScript,Senior,Как протестировать SSR?,How do you test SSR?
196,Frontend,TypeScript,Senior,Как оптимизировать testing?,How do you optimize testing?
197,Frontend,TypeScript,Senior,Сравните XSS с альтернативным подходом.,Compare XSS with an alternative approach.
198,Frontend,TypeScript,Senior,Какие ошибки часто допускают при работе с Node.js streams?,What common mistakes are made when working with Node.js streams?
199,Frontend,TypeScript,Senior,Как REST API влияет на производительность?,How does REST API affect performance?
200,Frontend,TypeScript,Senior,Приведите production-пример использования transactions.,Give a production example of using transactions.
201,Frontend,HTML CSS Browser,Junior,Что такое indexes?,What is indexes?
202,Frontend,HTML CSS Browser,Junior,Как работает Redis caching?,How does Redis caching work?
203,Frontend,HTML CSS Browser,Junior,Когда использовать message queues?,When should you use message queues?
204,Frontend,HTML CSS Browser,Junior,Какие проблемы возникают при использовании microservices?,What problems can arise when using microservices?
205,Frontend,HTML CSS Browser,Junior,Как протестировать JWT?,How do you test JWT?
206,Frontend,HTML CSS Browser,Junior,Как оптимизировать Docker?,How do you optimize Docker?
207,Frontend,HTML CSS Browser,Junior,Сравните observability с альтернативным подходом.,Compare observability with an alternative approach.
208,Frontend,HTML CSS Browser,Junior,Какие ошибки часто допускают при работе с system design?,What common mistakes are made when working with system design?
209,Frontend,HTML CSS Browser,Junior,Как closures влияет на производительность?,How does closures affect performance?
210,Frontend,HTML CSS Browser,Junior,Приведите production-пример использования event loop.,Give a production example of using event loop.
211,Frontend,HTML CSS Browser,Junior,Что такое promises?,What is promises?
212,Frontend,HTML CSS Browser,Junior,Как работает async/await?,How does async/await work?
213,Frontend,HTML CSS Browser,Junior,Когда использовать prototypes?,When should you use prototypes?
214,Frontend,HTML CSS Browser,Junior,Какие проблемы возникают при использовании TypeScript generics?,What problems can arise when using TypeScript generics?
215,Frontend,HTML CSS Browser,Junior,Как протестировать accessibility?,How do you test accessibility?
216,Frontend,HTML CSS Browser,Junior,Как оптимизировать CSS Grid?,How do you optimize CSS Grid?
217,Frontend,HTML CSS Browser,Junior,Сравните HTTP caching с альтернативным подходом.,Compare HTTP caching with an alternative approach.
218,Frontend,HTML CSS Browser,Junior,Какие ошибки часто допускают при работе с CORS?,What common mistakes are made when working with CORS?
219,Frontend,HTML CSS Browser,Junior,Как React hooks влияет на производительность?,How does React hooks affect performance?
220,Frontend,HTML CSS Browser,Junior,Приведите production-пример использования state management.,Give a production example of using state management.
221,Frontend,HTML CSS Browser,Junior,Что такое SSR?,What is SSR?
222,Frontend,HTML CSS Browser,Junior,Как работает testing?,How does testing work?
223,Frontend,HTML CSS Browser,Junior,Когда использовать XSS?,When should you use XSS?
224,Frontend,HTML CSS Browser,Junior,Какие проблемы возникают при использовании Node.js streams?,What problems can arise when using Node.js streams?
225,Frontend,HTML CSS Browser,Junior,Как протестировать REST API?,How do you test REST API?
226,Frontend,HTML CSS Browser,Junior,Как оптимизировать transactions?,How do you optimize transactions?
227,Frontend,HTML CSS Browser,Junior,Сравните indexes с альтернативным подходом.,Compare indexes with an alternative approach.
228,Frontend,HTML CSS Browser,Junior,Какие ошибки часто допускают при работе с Redis caching?,What common mistakes are made when working with Redis caching?
229,Frontend,HTML CSS Browser,Junior,Как message queues влияет на производительность?,How does message queues affect performance?
230,Frontend,HTML CSS Browser,Junior,Приведите production-пример использования microservices.,Give a production example of using microservices.
231,Frontend,HTML CSS Browser,Middle,Что такое JWT?,What is JWT?
232,Frontend,HTML CSS Browser,Middle,Как работает Docker?,How does Docker work?
233,Frontend,HTML CSS Browser,Middle,Когда использовать observability?,When should you use observability?
234,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании system design?,What problems can arise when using system design?
235,Frontend,HTML CSS Browser,Middle,Как протестировать closures?,How do you test closures?
236,Frontend,HTML CSS Browser,Middle,Как оптимизировать event loop?,How do you optimize event loop?
237,Frontend,HTML CSS Browser,Middle,Сравните promises с альтернативным подходом.,Compare promises with an alternative approach.
238,Frontend,HTML CSS Browser,Middle,Какие ошибки часто допускают при работе с async/await?,What common mistakes are made when working with async/await?
239,Frontend,HTML CSS Browser,Middle,Как prototypes влияет на производительность?,How does prototypes affect performance?
240,Frontend,HTML CSS Browser,Middle,Приведите production-пример использования TypeScript generics.,Give a production example of using TypeScript generics.
241,Frontend,HTML CSS Browser,Middle,Что такое accessibility?,What is accessibility?
242,Frontend,HTML CSS Browser,Middle,Как работает CSS Grid?,How does CSS Grid work?
243,Frontend,HTML CSS Browser,Middle,Когда использовать HTTP caching?,When should you use HTTP caching?
244,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании CORS?,What problems can arise when using CORS?
245,Frontend,HTML CSS Browser,Middle,Как протестировать React hooks?,How do you test React hooks?
246,Frontend,HTML CSS Browser,Middle,Как оптимизировать state management?,How do you optimize state management?
247,Frontend,HTML CSS Browser,Middle,Сравните SSR с альтернативным подходом.,Compare SSR with an alternative approach.
248,Frontend,HTML CSS Browser,Middle,Какие ошибки часто допускают при работе с testing?,What common mistakes are made when working with testing?
249,Frontend,HTML CSS Browser,Middle,Как XSS влияет на производительность?,How does XSS affect performance?
250,Frontend,HTML CSS Browser,Middle,Приведите production-пример использования Node.js streams.,Give a production example of using Node.js streams.
251,Frontend,HTML CSS Browser,Middle,Что такое REST API?,What is REST API?
252,Frontend,HTML CSS Browser,Middle,Как работает transactions?,How does transactions work?
253,Frontend,HTML CSS Browser,Middle,Когда использовать indexes?,When should you use indexes?
254,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании Redis caching?,What problems can arise when using Redis caching?
255,Frontend,HTML CSS Browser,Middle,Как протестировать message queues?,How do you test message queues?
256,Frontend,HTML CSS Browser,Middle,Как оптимизировать microservices?,How do you optimize microservices?
257,Frontend,HTML CSS Browser,Middle,Сравните JWT с альтернативным подходом.,Compare JWT with an alternative approach.
258,Frontend,HTML CSS Browser,Middle,Какие ошибки часто допускают при работе с Docker?,What common mistakes are made when working with Docker?
259,Frontend,HTML CSS Browser,Middle,Как observability влияет на производительность?,How does observability affect performance?
260,Frontend,HTML CSS Browser,Middle,Приведите production-пример использования system design.,Give a production example of using system design.
261,Frontend,HTML CSS Browser,Middle,Что такое closures?,What is closures?
262,Frontend,HTML CSS Browser,Middle,Как работает event loop?,How does event loop work?
263,Frontend,HTML CSS Browser,Middle,Когда использовать promises?,When should you use promises?
264,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании async/await?,What problems can arise when using async/await?
265,Frontend,HTML CSS Browser,Middle,Как протестировать prototypes?,How do you test prototypes?
266,Frontend,HTML CSS Browser,Middle,Как оптимизировать TypeScript generics?,How do you optimize TypeScript generics?
267,Frontend,HTML CSS Browser,Middle,Сравните accessibility с альтернативным подходом.,Compare accessibility with an alternative approach.
268,Frontend,HTML CSS Browser,Middle,Какие ошибки часто допускают при работе с CSS Grid?,What common mistakes are made when working with CSS Grid?
269,Frontend,HTML CSS Browser,Middle,Как HTTP caching влияет на производительность?,How does HTTP caching affect performance?
270,Frontend,HTML CSS Browser,Middle,Приведите production-пример использования CORS.,Give a production example of using CORS.
271,Frontend,HTML CSS Browser,Middle,Что такое React hooks?,What is React hooks?
272,Frontend,HTML CSS Browser,Middle,Как работает state management?,How does state management work?
273,Frontend,HTML CSS Browser,Middle,Когда использовать SSR?,When should you use SSR?
274,Frontend,HTML CSS Browser,Middle,Какие проблемы возникают при использовании testing?,What problems can arise when using testing?
275,Frontend,HTML CSS Browser,Middle,Как протестировать XSS?,How do you test XSS?
276,Frontend,HTML CSS Browser,Senior,Как оптимизировать Node.js streams?,How do you optimize Node.js streams?
277,Frontend,HTML CSS Browser,Senior,Сравните REST API с альтернативным подходом.,Compare REST API with an alternative approach.
278,Frontend,HTML CSS Browser,Senior,Какие ошибки часто допускают при работе с transactions?,What common mistakes are made when working with transactions?
279,Frontend,HTML CSS Browser,Senior,Как indexes влияет на производительность?,How does indexes affect performance?
280,Frontend,HTML CSS Browser,Senior,Приведите production-пример использования Redis caching.,Give a production example of using Redis caching.
281,Frontend,HTML CSS Browser,Senior,Что такое message queues?,What is message queues?
282,Frontend,HTML CSS Browser,Senior,Как работает microservices?,How does microservices work?
283,Frontend,HTML CSS Browser,Senior,Когда использовать JWT?,When should you use JWT?
284,Frontend,HTML CSS Browser,Senior,Какие проблемы возникают при использовании Docker?,What problems can arise when using Docker?
285,Frontend,HTML CSS Browser,Senior,Как протестировать observability?,How do you test observability?
286,Frontend,HTML CSS Browser,Senior,Как оптимизировать system design?,How do you optimize system design?
287,Frontend,HTML CSS Browser,Senior,Сравните closures с альтернативным подходом.,Compare closures with an alternative approach.
288,Frontend,HTML CSS Browser,Senior,Какие ошибки часто допускают при работе с event loop?,What common mistakes are made when working with event loop?
289,Frontend,HTML CSS Browser,Senior,Как promises влияет на производительность?,How does promises affect performance?
290,Frontend,HTML CSS Browser,Senior,Приведите production-пример использования async/await.,Give a production example of using async/await.
291,Frontend,HTML CSS Browser,Senior,Что такое prototypes?,What is prototypes?
292,Frontend,HTML CSS Browser,Senior,Как работает TypeScript generics?,How does TypeScript generics work?
293,Frontend,HTML CSS Browser,Senior,Когда использовать accessibility?,When should you use accessibility?
294,Frontend,HTML CSS Browser,Senior,Какие проблемы возникают при использовании CSS Grid?,What problems can arise when using CSS Grid?
295,Frontend,HTML CSS Browser,Senior,Как протестировать HTTP caching?,How do you test HTTP caching?
296,Frontend,HTML CSS Browser,Senior,Как оптимизировать CORS?,How do you optimize CORS?
297,Frontend,HTML CSS Browser,Senior,Сравните React hooks с альтернативным подходом.,Compare React hooks with an alternative approach.
298,Frontend,HTML CSS Browser,Senior,Какие ошибки часто допускают при работе с state management?,What common mistakes are made when working with state management?
299,Frontend,HTML CSS Browser,Senior,Как SSR влияет на производительность?,How does SSR affect performance?
300,Frontend,HTML CSS Browser,Senior,Приведите production-пример использования testing.,Give a production example of using testing.
301,Frontend,React,Junior,Что такое XSS?,What is XSS?
302,Frontend,React,Junior,Как работает Node.js streams?,How does Node.js streams work?
303,Frontend,React,Junior,Когда использовать REST API?,When should you use REST API?
304,Frontend,React,Junior,Какие проблемы возникают при использовании transactions?,What problems can arise when using transactions?
305,Frontend,React,Junior,Как протестировать indexes?,How do you test indexes?
306,Frontend,React,Junior,Как оптимизировать Redis caching?,How do you optimize Redis caching?
307,Frontend,React,Junior,Сравните message queues с альтернативным подходом.,Compare message queues with an alternative approach.
308,Frontend,React,Junior,Какие ошибки часто допускают при работе с microservices?,What common mistakes are made when working with microservices?
309,Frontend,React,Junior,Как JWT влияет на производительность?,How does JWT affect performance?
310,Frontend,React,Junior,Приведите production-пример использования Docker.,Give a production example of using Docker.
311,Frontend,React,Junior,Что такое observability?,What is observability?
312,Frontend,React,Junior,Как работает system design?,How does system design work?
313,Frontend,React,Junior,Когда использовать closures?,When should you use closures?
314,Frontend,React,Junior,Какие проблемы возникают при использовании event loop?,What problems can arise when using event loop?
315,Frontend,React,Junior,Как протестировать promises?,How do you test promises?
316,Frontend,React,Junior,Как оптимизировать async/await?,How do you optimize async/await?
317,Frontend,React,Junior,Сравните prototypes с альтернативным подходом.,Compare prototypes with an alternative approach.
318,Frontend,React,Junior,Какие ошибки часто допускают при работе с TypeScript generics?,What common mistakes are made when working with TypeScript generics?
319,Frontend,React,Junior,Как accessibility влияет на производительность?,How does accessibility affect performance?
320,Frontend,React,Junior,Приведите production-пример использования CSS Grid.,Give a production example of using CSS Grid.
321,Frontend,React,Junior,Что такое HTTP caching?,What is HTTP caching?
322,Frontend,React,Junior,Как работает CORS?,How does CORS work?
323,Frontend,React,Junior,Когда использовать React hooks?,When should you use React hooks?
324,Frontend,React,Junior,Какие проблемы возникают при использовании state management?,What problems can arise when using state management?
325,Frontend,React,Junior,Как протестировать SSR?,How do you test SSR?
326,Frontend,React,Junior,Как оптимизировать testing?,How do you optimize testing?
327,Frontend,React,Junior,Сравните XSS с альтернативным подходом.,Compare XSS with an alternative approach.
328,Frontend,React,Junior,Какие ошибки часто допускают при работе с Node.js streams?,What common mistakes are made when working with Node.js streams?
329,Frontend,React,Junior,Как REST API влияет на производительность?,How does REST API affect performance?
330,Frontend,React,Junior,Приведите production-пример использования transactions.,Give a production example of using transactions.
331,Frontend,React,Middle,Что такое indexes?,What is indexes?
332,Frontend,React,Middle,Как работает Redis caching?,How does Redis caching work?
333,Frontend,React,Middle,Когда использовать message queues?,When should you use message queues?
334,Frontend,React,Middle,Какие проблемы возникают при использовании microservices?,What problems can arise when using microservices?
335,Frontend,React,Middle,Как протестировать JWT?,How do you test JWT?
336,Frontend,React,Middle,Как оптимизировать Docker?,How do you optimize Docker?
337,Frontend,React,Middle,Сравните observability с альтернативным подходом.,Compare observability with an alternative approach.
338,Frontend,React,Middle,Какие ошибки часто допускают при работе с system design?,What common mistakes are made when working with system design?
